,var1,var2,cluster
3497,49.1243761,-123.18459890000001,0
2911,49.2095101,-123.08448759999999,0
3496,49.1246171,-123.18163329999999,0
3495,49.124467100000004,-123.1818625,0
1702,49.204055600000004,-123.13498200000001,0
1701,49.2072816,-123.14019280000001,0
3494,49.1247081,-123.1825375,0
3491,49.0895761,-123.0803803,0
3490,49.0896812,-123.0804882,0
3489,49.0892837,-123.0800697,0
3488,49.089507399999995,-123.07901809999998,0
3487,49.1703636,-123.1448324,0
4787,49.125437100000006,-123.1761356,0
6626,49.1547414,-123.12581780000001,0
6629,49.1844445,-123.13285459999999,0
6630,49.1751966,-123.1318876,0
6636,49.1874924,-123.1314015,0
6637,49.187180100000006,-123.1243051,0
6638,49.187425,-123.1241112,0
6639,49.1786003,-123.12790259999998,0
6640,49.178517799999995,-123.12849440000001,0
6641,49.1751422,-123.1344789,0
6642,49.1781718,-123.1253827,0
6643,49.1785695,-123.12587479999999,0
6644,49.1791578,-123.12504579999998,0
4563,49.026815500000005,-123.0690344,0
1488,49.210637,-123.09220570000001,0
3291,49.1365029,-123.0259053,0
4324,49.1921329,-123.08572020000001,0
3970,49.197546,-123.178164,0
3969,49.197483,-123.177973,0
1553,49.191636700000004,-123.1082284,0
1552,49.1917192,-123.11185640000001,0
6728,49.140559100000004,-123.1383232,0
6729,49.140597,-123.13714099999999,0
6730,49.1339963,-123.16924440000001,0
2293,49.21082020000001,-123.0934412,0
4531,49.1705722,-123.18156110000001,0
5467,49.1709381,-123.1366781,0
2814,49.1353879,-123.06473340000001,0
2811,49.1242783,-123.18321399999999,0
1554,49.1868558,-123.1067341,0
2810,49.124211200000005,-123.182955,0
5498,49.1259922,-123.18166240000001,0
5499,49.1702236,-123.18250640000001,0
5500,49.1178405,-123.1586045,0
3965,49.1178684,-123.15762820000002,0
1508,49.2087716,-123.1408605,0
7505,49.0954958,-123.07715300000001,0
2296,49.146122999999996,-123.1362158,0
2298,49.1698934,-123.18144469999999,0
2299,49.1667117,-123.1343492,0
5941,49.1945946,-123.18178909999999,0
2302,49.18273370000001,-123.1355223,0
2303,49.1832711,-123.1361756,0
5497,49.1249917,-123.1829713,0
1561,49.2098186,-123.11571229999998,0
1563,49.202934,-123.13360060000001,0
3971,49.197361,-123.17880600000001,0
1162,49.16897,-123.13618100000001,0
4326,49.1917063,-123.10961640000001,0
2263,49.181944200000004,-123.1357783,0
5960,49.126855600000006,-123.10030479999999,0
4327,49.1917185,-123.10981720000001,0
3292,49.090461100000006,-123.0788978,0
3293,49.0904674,-123.0790855,0
5956,49.2127759,-123.1401871,0
5955,49.2107727,-123.1406781,0
5954,49.2119395,-123.1408297,0
5953,49.2120324,-123.14088659999999,0
3986,49.195091,-123.17849,0
7600,49.1836995,-123.1259624,0
3985,49.194915,-123.17849299999999,0
3984,49.195935999999996,-123.178125,0
3983,49.196528,-123.17776599999999,0
3982,49.197136900000004,-123.1757077,0
3981,49.197594099999996,-123.1741753,0
3980,49.1977105,-123.1745352,0
3979,49.1973521,-123.17513799999999,0
3978,49.1971835,-123.1754826,0
3977,49.197169,-123.178097,0
3976,49.198452,-123.17978899999999,0
3975,49.197921,-123.178503,0
3974,49.197857,-123.17846100000001,0
3973,49.197773,-123.178357,0
3972,49.197646,-123.17834599999999,0
4323,49.1917274,-123.0808548,0
5389,49.1400974,-123.1383267,0
5638,49.2119189,-123.10254740000002,0
6949,49.19269129999999,-123.18155390000001,0
4869,49.1691429,-123.1367963,0
4437,49.1932787,-123.1795173,0
4870,49.1692987,-123.1367933,0
4871,49.1775098,-123.1383697,0
1213,49.1682414,-123.1392128,0
1212,49.1686984,-123.13623,0
1211,49.1687064,-123.1355348,0
1210,49.1689882,-123.1352584,0
1209,49.1690148,-123.13393710000001,0
1208,49.1732286,-123.14812959999999,0
1207,49.1742544,-123.1490557,0
1206,49.173644700000004,-123.14615649999999,0
4868,49.1620454,-123.1316764,0
1205,49.18774129999999,-123.1299389,0
1203,49.187642,-123.12991059999999,0
1202,49.187245000000004,-123.12885049999998,0
1201,49.1874924,-123.12862849999999,0
1200,49.1872412,-123.1316835,0
1199,49.1872375,-123.13188079999999,0
1198,49.1880549,-123.1310731,0
1197,49.1812101,-123.13701110000001,0
1196,49.1803127,-123.1343597,0
1195,49.180248600000006,-123.1340092,0
1194,49.1805031,-123.13609380000001,0
1193,49.1747406,-123.13303909999998,0
1192,49.17102070000001,-123.139394,0
1204,49.187751899999995,-123.13043619999999,0
1230,49.178463799999996,-123.13028329999999,0
3421,49.1253012,-123.18167509999999,0
7172,49.1633285,-123.13633689999999,0
4862,49.1640975,-123.13638540000001,0
1289,49.177712,-123.1205729,0
2593,49.1326321,-123.0931064,0
1288,49.177561,-123.1230462,0
1287,49.1775402,-123.12175400000001,0
1286,49.177673,-123.1217574,0
4863,49.1633547,-123.13509309999999,0
4864,49.1633761,-123.13594309999999,0
4865,49.1625173,-123.1361943,0
4479,49.014937200000006,-123.0402101,0
1277,49.178465700000004,-123.13078359999999,0
1276,49.1821912,-123.13544850000001,0
2592,49.1319739,-123.0931553,0
5820,49.1844134,-123.0917576,0
5819,49.181473,-123.07093859999999,0
3426,49.1330296,-123.09627579999999,0
1260,49.19702720000001,-123.17684779999999,0
3425,49.1918172,-123.16893400000001,0
4866,49.1622749,-123.132539,0
4867,49.162290000000006,-123.1316477,0
1251,49.1810752,-123.1354747,0
1245,49.0245382,-123.0704625,0
2585,49.1910171,-123.13659799999999,0
4430,49.1240805,-123.18091159999999,0
7041,49.1840693,-123.1267852,0
7174,49.0380211,-123.0819027,0
7173,49.0357591,-123.0875281,0
1191,49.1703989,-123.13686670000001,0
4861,49.1636295,-123.1351088,0
1190,49.1693511,-123.13621699999999,0
1188,49.1700848,-123.13574579999998,0
1173,49.178051200000006,-123.12111499999999,0
2502,49.1937865,-123.13364299999999,0
4876,49.1737598,-123.14648559999999,0
3845,49.183544399999995,-123.10466729999999,0
3844,49.1849463,-123.12925530000001,0
4875,49.173516,-123.14757859999999,0
1172,49.1781724,-123.1211081,0
1171,49.178394399999995,-123.12109540000002,0
1170,49.1784718,-123.12109099999999,0
3840,49.1780886,-123.12745420000002,0
4874,49.1756641,-123.1463062,0
4873,49.175468200000005,-123.1466896,0
4877,49.1737723,-123.1475183,0
4872,49.177719599999996,-123.13822520000001,0
2493,49.180803499999996,-123.13466059999999,0
5768,49.1485331,-123.1825159,0
5769,49.148548299999995,-123.18164569999999,0
1169,49.1786715,-123.1210797,0
1168,49.1786828,-123.12164569999999,0
5775,49.2137327,-123.1401471,0
1167,49.178433399999996,-123.12166699999999,0
1157,49.1924274,-123.0910446,0
1166,49.177561499999996,-123.12223279999999,0
7089,49.211116100000005,-123.101519,0
5776,49.1743008,-123.1462035,0
1165,49.17763370000001,-123.12385149999999,0
2494,49.184990500000005,-123.12890120000002,0
1174,49.177614500000004,-123.12113980000001,0
1175,49.1777476,-123.12113219999999,0
1176,49.178038,-123.12176670000001,0
5718,49.1781753,-123.1274497,0
1187,49.170868299999995,-123.134169,0
1186,49.1707529,-123.1334818,0
1185,49.170554700000004,-123.13306599999999,0
2538,49.165837700000004,-123.137543,0
1184,49.170657899999995,-123.13306100000001,0
4896,49.0252837,-123.0695719,0
4895,49.027368,-123.0689767,0
4894,49.024397,-123.0704242,0
7147,49.1330626,-123.0233446,0
4893,49.024499299999995,-123.07024299999999,0
4892,49.0243805,-123.06989990000001,0
4891,49.0249232,-123.06908510000001,0
4888,49.1736004,-123.14758909999998,0
3397,49.1879024,-123.1181574,0
1183,49.170451899999996,-123.1329301,0
1182,49.1707296,-123.1324027,0
1181,49.1705561,-123.1323956,0
1180,49.1703624,-123.13238419999999,0
4880,49.184946999999994,-123.1291144,0
4879,49.1834675,-123.13539240000001,0
1179,49.1779354,-123.12537420000001,0
1178,49.177510600000005,-123.1208199,0
2509,49.196188299999996,-123.1262237,0
2508,49.2110929,-123.14070579999999,0
4878,49.1836115,-123.13544879999999,0
1177,49.1777979,-123.12176059999999,0
1189,49.1699868,-123.13437160000001,0
1329,49.2106756,-123.14080700000001,0
5827,49.195783299999995,-123.1849821,0
2596,49.148689399999995,-123.18172150000001,0
7278,49.1789598,-123.13131200000001,0
3789,49.208362799999996,-123.14081920000001,0
7276,49.195730700000006,-123.18419420000001,0
917,49.1320114,-123.09387849999999,0
918,49.0855287,-123.08480549999999,0
919,49.0904049,-123.07807849999999,0
920,49.090412,-123.0782287,0
921,49.089903799999995,-123.0458996,0
922,49.0896971,-123.04217659999998,0
923,49.1699476,-123.13688710000001,0
924,49.1616399,-123.1358929,0
925,49.1722688,-123.13610690000002,0
7279,49.1786045,-123.1313737,0
926,49.1721344,-123.1345608,0
928,49.1712706,-123.13589280000001,0
929,49.17767979999999,-123.1359487,0
930,49.1840867,-123.1368062,0
931,49.1540431,-123.1249608,0
932,49.134333899999994,-123.0651422,0
7275,49.195752899999995,-123.18431880000001,0
7274,49.1956932,-123.1844334,0
935,49.171788899999996,-123.13592340000002,0
936,49.1705088,-123.13592870000001,0
937,49.1319722,-123.0928771,0
938,49.1552321,-123.1229737,0
939,49.155299299999996,-123.123732,0
927,49.1711386,-123.13605190000001,0
7280,49.177716600000004,-123.13054109999999,0
7281,49.177470899999996,-123.1274152,0
7282,49.1781221,-123.1226759,0
7307,49.025287,-123.069659,0
6950,49.1926706,-123.1808659,0
4412,49.19375170000001,-123.1212608,0
6951,49.192657399999995,-123.1811535,0
6952,49.192278,-123.18022890000002,0
6953,49.192353999999995,-123.18014640000001,0
6954,49.1928061,-123.18194129999999,0
2633,49.1541583,-123.1242837,0
2632,49.1541422,-123.1240463,0
6955,49.1923624,-123.1840097,0
2631,49.1544601,-123.1247497,0
2630,49.1551351,-123.1243923,0
2629,49.1551956,-123.12462020000001,0
2628,49.155121,-123.1248975,0
2627,49.1551644,-123.1238125,0
2626,49.1663419,-123.13506740000001,0
3788,49.207907500000005,-123.1403014,0
2623,49.197642,-123.17457649999999,0
2622,49.195937,-123.17705579999999,0
2621,49.1958534,-123.1769814,0
6958,49.1418588,-123.0565451,0
6960,49.1332371,-123.158294,0
7285,49.170023799999996,-123.1437483,0
7284,49.177367600000004,-123.1388626,0
907,49.133032799999995,-123.09646709999998,0
908,49.13252429999999,-123.0924899,0
7283,49.1776022,-123.12203980000001,0
940,49.1453697,-123.09545959999998,0
2594,49.133034,-123.0934313,0
941,49.1321157,-123.09475659999998,0
943,49.13192720000001,-123.09169240000001,0
7261,49.1321235,-123.09544209999999,0
2422,49.1240007,-123.1843051,0
7260,49.1321141,-123.0946175,0
2612,49.1838695,-123.09328810000001,0
2611,49.183870299999995,-123.09339809999999,0
2610,49.1835995,-123.0946044,0
2609,49.184387799999996,-123.0941165,0
2608,49.182911600000004,-123.0921256,0
2607,49.1834585,-123.092175,0
2606,49.183931,-123.094599,0
7252,49.2080285,-123.1231153,0
2605,49.1838645,-123.09313870000001,0
7262,49.1321177,-123.09493390000002,0
2423,49.123957700000005,-123.18464109999998,0
4487,49.21032460000001,-123.1402111,0
6979,49.169235799999996,-123.17477,0
6985,49.1122045,-123.0389345,0
7224,49.177660499999995,-123.12756929999999,0
7223,49.1786842,-123.12807849999999,0
7222,49.169011700000006,-123.1327737,0
4486,49.209262100000004,-123.11663159999999,0
4485,49.209348600000006,-123.1167129,0
2604,49.1838653,-123.0929638,0
2603,49.1838883,-123.09416370000001,0
2598,49.1971817,-123.1755871,0
2597,49.0283218,-123.09698,0
4488,49.210608,-123.14018390000001,0
7263,49.1321211,-123.09522820000001,0
978,49.213829499999996,-123.1406243,0
7264,49.132118299999995,-123.09498059999999,0
944,49.0899558,-123.07895459999999,0
945,49.0904492,-123.077525,0
946,49.0904352,-123.07239129999999,0
947,49.0905831,-123.0857057,0
948,49.089410799999996,-123.0802013,0
949,49.0359205,-123.06916909999998,0
950,49.0836597,-123.06071370000001,0
951,49.0895514,-123.067012,0
952,49.0899671,-123.08628759999999,0
953,49.0890526,-123.0658533,0
954,49.085052399999995,-123.0647469,0
955,49.0872398,-123.06392209999998,0
956,49.089572499999996,-123.08197820000001,0
957,49.088052399999995,-123.0830061,0
958,49.164470200000004,-123.1361623,0
959,49.170826500000004,-123.136968,0
960,49.19163270000001,-123.13096019999999,0
961,49.1445825,-123.09230990000002,0
7273,49.195741399999996,-123.18425490000001,0
7270,49.1669922,-123.13348059999998,0
967,49.1705244,-123.15696940000001,0
7267,49.133034,-123.09313229999998,0
7266,49.1328222,-123.094903,0
7265,49.1321262,-123.09567320000001,0
973,49.1858124,-123.0990044,0
974,49.1844353,-123.13408659999999,0
975,49.184439000000005,-123.13593429999999,0
942,49.132299700000004,-123.09149340000002,0
5388,49.139028100000004,-123.1383973,0
5778,49.181342,-123.0733524,0
5386,49.1392429,-123.13835520000002,0
6503,49.2085484,-123.1148544,0
6319,49.090686700000006,-123.083651,0
7843,49.2045746,-123.1280662,0
5104,49.2102777,-123.1174736,0
6318,49.0906592,-123.084131,0
6317,49.0907963,-123.083564,0
6316,49.09087879999999,-123.08336680000001,0
7840,49.023132000000004,-123.0697531,0
1837,49.1549186,-123.15813659999999,0
1836,49.15479929999999,-123.15813929999999,0
1835,49.15468,-123.158142,0
3024,49.182898,-123.09182120000001,0
1834,49.154560700000005,-123.1581447,0
6315,49.0909034,-123.08330320000002,0
6070,49.202401,-123.14420220000001,0
6069,49.132535100000005,-123.09311090000001,0
6522,49.0418988,-123.0829669,0
6523,49.0406229,-123.0871553,0
3017,49.136208399999994,-123.0271058,0
3016,49.1242908,-123.1839261,0
6314,49.090720700000006,-123.0838172,0
6320,49.0908426,-123.085357,0
3114,49.132225,-123.09919579999999,0
146,49.006194,-123.12945570000001,0
3034,49.133030700000006,-123.0961104,0
1955,49.178517,-123.13296000000001,0
3605,49.17770170000001,-123.13460390000002,0
303,49.1894799,-123.14152849999999,0
1957,49.12375,-123.183833,0
1958,49.124010299999995,-123.18089280000001,0
4686,49.19670120000001,-123.1398557,0
4685,49.196668,-123.13990530000001,0
4684,49.196592100000004,-123.1386476,0
8028,49.1297625,-123.0229882,0
6321,49.091112100000004,-123.0845591,0
4683,49.19733529999999,-123.1382237,0
150,49.0062901,-123.1289502,0
313,49.196048600000005,-123.177943,0
3613,49.204059,-123.13428529999999,0
149,49.0060626,-123.131684,0
148,49.0065148,-123.13241699999999,0
3614,49.2041123,-123.13539709999999,0
3620,49.206334600000005,-123.1235828,0
4677,49.1326408,-123.09115609999999,0
3035,49.1797321,-123.1377358,0
147,49.0069336,-123.1332142,0
4676,49.1326485,-123.0915094,0
3015,49.1337799,-123.13652079999999,0
3115,49.1321624,-123.0991947,0
8043,49.1706917,-123.1519379,0
4749,49.008503499999996,-123.12990420000001,0
6064,49.0899795,-123.08429280000001,0
6063,49.089949600000004,-123.08359650000001,0
369,49.1781171,-123.13560079999999,0
370,49.2092186,-123.11612450000001,0
6062,49.0899804,-123.0840124,0
6061,49.089983600000004,-123.0829956,0
120,49.172095299999995,-123.13360829999999,0
5107,49.20552070000001,-123.1312735,0
6060,49.0899791,-123.08440590000001,0
6059,49.024524,-123.0664854,0
7970,49.1917106,-123.0919726,0
5108,49.204737200000004,-123.1308338,0
4748,49.0085414,-123.12966570000002,0
5110,49.204456,-123.1393553,0
4187,49.154741200000004,-123.1257835,0
5111,49.20922279999999,-123.1402539,0
6181,49.136216,-123.0671999,0
4186,49.1547908,-123.1257818,0
4185,49.1549945,-123.1257851,0
8088,49.088273799999996,-123.14685130000001,0
5106,49.2105968,-123.11658100000001,0
3124,49.1330239,-123.0963394,0
5105,49.2106583,-123.1168256,0
4750,49.0081091,-123.13027360000001,0
8047,49.211307899999994,-123.1018558,0
6524,49.0419035,-123.0853223,0
1824,49.1698912,-123.10202849999999,0
6525,49.040446700000004,-123.08787659999999,0
6526,49.0410151,-123.0874949,0
6527,49.04081970000001,-123.0873284,0
1820,49.1969254,-123.17700819999999,0
3008,49.090549100000004,-123.06573,0
6528,49.0414779,-123.0868778,0
6529,49.038835399999996,-123.08982069999999,0
5211,49.197063299999996,-123.176727,0
6530,49.0399045,-123.08886229999999,0
6532,49.035275,-123.08849740000002,0
355,49.0546092,-123.1110632,0
6533,49.035151500000005,-123.088867,0
7826,49.0380325,-123.0826676,0
6534,49.035036,-123.0876345,0
3116,49.1320952,-123.0991925,0
6068,49.1730222,-123.14668,0
6065,49.0903529,-123.08264840000001,0
4751,49.008184299999996,-123.13034540000001,0
362,49.1630124,-123.1746687,0
6531,49.040487899999995,-123.0897972,0
5112,49.210139,-123.14008829999999,0
5212,49.197151,-123.17663049999999,0
6322,49.091498,-123.0845299,0
6396,49.125339399999994,-123.19225759999999,0
233,49.1261406,-123.18334080000001,0
2101,49.2105091,-123.1069,0
236,49.1842852,-123.09112340000001,0
237,49.16972020000001,-123.13685459999999,0
4753,49.008539500000005,-123.1298521,0
4752,49.0081311,-123.13041650000001,0
180,49.2094419,-123.1161616,0
7928,49.132960100000005,-123.0981949,0
6324,49.090376,-123.0835048,0
3225,49.1493324,-123.1824756,0
3063,49.1842578,-123.11588290000002,0
7998,49.1773107,-123.16817420000001,0
7918,49.2104108,-123.0910061,0
7917,49.2118739,-123.10234170000001,0
3062,49.1780908,-123.12226170000001,0
3060,49.180643200000006,-123.16004450000001,0
7914,49.1745487,-123.13291219999999,0
7913,49.1695562,-123.12480929999998,0
7912,49.140526799999996,-123.13655729999999,0
7911,49.1552291,-123.13626629999999,0
1936,49.1262429,-123.18444050000001,0
7910,49.1410606,-123.1142689,0
1934,49.180980299999995,-123.13482830000001,0
227,49.1795513,-123.1375541,0
7972,49.193124600000004,-123.12926570000002,0
5096,49.1921835,-123.12843799999999,0
4234,49.17242879999999,-123.1361124,0
7973,49.1856018,-123.13055659999999,0
7974,49.1856924,-123.12854270000001,0
4240,49.2040744,-123.1353732,0
5229,49.1187323,-123.1586368,0
7975,49.1844834,-123.12835849999999,0
7976,49.1851439,-123.13021670000002,0
1932,49.1633285,-123.13633689999999,0
6379,49.1245965,-123.18128119999999,0
7977,49.185691399999996,-123.12985090000001,0
7978,49.1856961,-123.12871319999999,0
7979,49.1856882,-123.12918629999999,0
7980,49.1852777,-123.12951090000001,0
7981,49.184938200000005,-123.12988200000001,0
222,49.212995,-123.1401,0
7982,49.1837251,-123.12671189999999,0
7983,49.184473100000005,-123.12621419999999,0
7984,49.1831403,-123.1249702,0
226,49.179727299999996,-123.13799099999999,0
1933,49.172236,-123.13583510000001,0
256,49.169793299999995,-123.1378771,0
7909,49.155368599999996,-123.1142514,0
7908,49.140904,-123.1486139,0
3093,49.187643,-123.1303973,0
6323,49.0912591,-123.08481019999999,0
1946,49.209367900000004,-123.11652849999999,0
1947,49.209468900000005,-123.1164992,0
1948,49.2100434,-123.1165904,0
1949,49.2101551,-123.11615719999999,0
1950,49.20957,-123.11652360000001,0
4110,49.1723625,-123.1371987,0
7900,49.125254,-123.18290590000001,0
1951,49.2102423,-123.11615390000001,0
5387,49.138904499999995,-123.1380357,0
1952,49.2100902,-123.11616370000002,0
7899,49.1258442,-123.1813335,0
7898,49.0913106,-123.0790038,0
7897,49.025412,-123.0694176,0
1953,49.209666600000006,-123.11651940000002,0
5213,49.1971159,-123.1767861,0
292,49.176181400000004,-123.13066880000001,0
293,49.176110200000004,-123.13090919999999,0
294,49.175971999999994,-123.1306582,0
295,49.176410700000005,-123.1323338,0
3092,49.0840124,-123.08551100000001,0
3091,49.0893484,-123.06497399999999,0
6425,49.1858835,-123.0982868,0
6424,49.134739700000004,-123.06464809999999,0
7907,49.1481719,-123.1476925,0
261,49.1872417,-123.131495,0
262,49.1874849,-123.1312122,0
7906,49.14050220000001,-123.102152,0
2120,49.0409767,-123.0876795,0
6423,49.09078770000001,-123.0862506,0
7905,49.1475285,-123.0920246,0
7904,49.1411628,-123.1702057,0
7903,49.134105,-123.1816386,0
3089,49.0907889,-123.06951770000002,0
4687,49.1967335,-123.13982859999999,0
4103,49.1698659,-123.1367753,0
270,49.1968099,-123.14017700000001,0
271,49.197753999999996,-123.14078889999999,0
272,49.196712899999994,-123.1395095,0
273,49.1967246,-123.13960990000001,0
274,49.196822499999996,-123.14042040000001,0
7901,49.192062299999996,-123.0920514,0
3090,49.0827377,-123.07641809999998,0
276,49.1794492,-123.13416059999999,0
277,49.1250427,-123.18533190000001,0
278,49.1630451,-123.1363249,0
7902,49.1844112,-123.09284140000001,0
6058,49.024515799999996,-123.0675933,0
5224,49.008028499999995,-123.1304068,0
7758,49.1445176,-123.0924467,0
456,49.1626005,-123.18110130000001,0
2012,49.123844399999996,-123.1842621,0
416,49.1713655,-123.1398643,0
6253,49.178684499999996,-123.1355283,0
5141,49.1814107,-123.1341625,0
417,49.1713682,-123.139766,0
3251,49.1721554,-123.1335514,0
22,49.193696100000004,-123.18023319999999,0
5140,49.179953000000005,-123.13470990000002,0
5125,49.2135568,-123.14014479999999,0
1764,49.1922386,-123.09230670000001,0
4138,49.2048501,-123.12911740000001,0
5139,49.1786679,-123.13350559999999,0
5138,49.17900170000001,-123.13365449999999,0
5137,49.1787597,-123.1344503,0
1763,49.1922303,-123.09245349999999,0
5136,49.193073,-123.1298365,0
4742,49.125043700000006,-123.1825265,0
5135,49.1911367,-123.1142145,0
4743,49.1236709,-123.1823268,0
6254,49.1791167,-123.1355537,0
6052,49.0265835,-123.0710778,0
6051,49.0304367,-123.06824669999999,0
5344,49.080609100000004,-123.00906640000001,0
6050,49.031721600000004,-123.06920330000001,0
6049,49.031153499999995,-123.0691973,0
6048,49.0308509,-123.06918540000001,0
3249,49.1839823,-123.1358666,0
6047,49.03306729999999,-123.06925509999999,0
4727,49.211058200000004,-123.1304389,0
4728,49.2106081,-123.130504,0
4729,49.2108729,-123.130452,0
7763,49.1704316,-123.1463632,0
7762,49.1702942,-123.146449,0
7761,49.169335100000005,-123.14800259999998,0
