id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
33592102,Amazing Convenient in Downtown Vancouver,88226038,Li,,Downtown,49.27863,-123.1092,Entire home/apt,140,180,39,2019-07-13,1.45,1,218
33594153,Sweet Suite Room,171146498,Jasmine,,Arbutus Ridge,49.25625,-123.16338,Private room,9999,100,0,,,1,0
33610721,One Bedroom - Downtown Vancouver - The Bradford,238308886,Terry,,West End,49.28935,-123.13468,Entire home/apt,110,30,6,2021-02-09,0.27,10,63
33610726,1 bedroom Suite Downtown with AC - The Bradford,238308886,Terry,,West End,49.29056,-123.13529,Entire home/apt,105,30,6,2021-05-27,0.58,10,35
33611850,Classic Heritage home in trendy Kits,8903753,Judy,,Kitsilano,49.2661,-123.1594,Entire home/apt,357,365,11,2019-12-30,0.42,2,88
33637719,Fraserhood House,1801362,Laurel,,Kensington-Cedar Cottage,49.24872,-123.08863,Entire home/apt,299,3,3,2019-09-29,0.12,1,0
33642235,Large Suite with Sweeping Views of Vancouver,66121955,Jake,,West End,49.28608,-123.12465,Entire home/apt,330,30,0,,,2,64
33644437,Work/live/study suite perfectly located - Yaletown,9016662,Nicole,,Downtown,49.27811,-123.11948,Entire home/apt,80,60,2,2021-04-07,0.40,1,31
33645396,Furnished 2B Amazing Ocean View Suite-Coal Harbour,19362094,Sylvia,,Downtown,49.28821,-123.1268,Entire home/apt,180,30,0,,,1,329
33645791,Lush Oasis in the Heart of Gastown,19846624,Jenny,,Downtown Eastside,49.28197,-123.10824,Entire home/apt,150,90,0,,,1,123
33655119,Bright Bedroom in Modern Strathcona Heritage Home,214407515,Joanna,,Downtown Eastside,49.2794,-123.08858,Private room,55,30,1,2019-08-15,0.04,1,0
33657678,Heritage home in walkable Kits,8903753,Judy,,Kitsilano,49.26599,-123.15889,Entire home/apt,357,4,7,2019-08-08,0.29,2,0
33665552,"2 bedroom in Fairview , corner of Broadway/Cambie",74350108,Marija,,Fairview,49.26263,-123.11685,Entire home/apt,100,30,0,,,1,63
33666712,Cozy home away from home,253747001,Bal,,Sunset,49.22272,-123.09132,Entire home/apt,389,2,26,2019-09-22,1.02,1,76
33667096,Beautiful Vancouver Character House,253750758,Adam,,Mount Pleasant,49.25765,-123.08032,Entire home/apt,231,6,21,2020-09-14,0.84,2,14
33669383,BRAND NEW luxury condo 2min walk Train 2 Downtown,253769318,Karen,,Riley Park,49.24869,-123.1142,Entire home/apt,99,30,22,2019-08-04,0.89,1,0
33687129,3 Bedroom Mount Pleasant Garden Suite,57797398,Mandy,,Mount Pleasant,49.25987,-123.10713,Entire home/apt,200,30,52,2020-03-07,1.96,1,116
33692846,Excellent location classic Kitsilano home,199957422,Randal,,Kitsilano,49.26069,-123.15356,Private room,34,7,2,2020-07-01,0.08,2,0
33712454,Luxury 2 bedroom Condo with Ocean Views,55605699,Melanie,,Downtown,49.27459,-123.12379,Entire home/apt,480,2,8,2019-11-11,0.30,1,16
33721183,Water front app ocean view fully furnished 800 sf,51350,Gabriel,,Downtown,49.27485,-123.13347,Entire home/apt,120,30,0,,,1,340
33743441,Entire Apartment In Vancouver's Art District,2974008,Kyle,,Mount Pleasant,49.26641,-123.09822,Entire home/apt,242,2,57,2021-01-27,2.23,1,60
33745538,Hotel Style Living In The Heart Of Vancouver,15077998,Mandi,,Downtown,49.27895,-123.12616,Entire home/apt,209,30,22,2020-08-31,0.91,4,125
33752797,YALETOWN MARINASIDE CRESCENT NEIGHBOURHOOD HOME,199518544,Vancouver Home Sweet Home,,Downtown,49.27281,-123.12169,Entire home/apt,125,30,10,2020-08-31,0.39,3,309
33755131,Room near skytrain ( Nanaimo Station),254454256,Monica,,Kensington-Cedar Cottage,49.24416,-123.06092,Private room,54,1,36,2019-08-26,1.43,2,187
33786053,Convenient/accessible to everything l,178767690,Levy,,Riley Park,49.23677,-123.09062,Private room,38,1,11,2019-09-25,0.42,2,0
33786510,Sectioned-off room in central downtown location,248380003,John,,Downtown Eastside,49.28318,-123.11073,Private room,99,1,13,2019-09-22,0.55,2,179
33803742,RipTide: Mountain + City Views in Quiet Fairview,8356665,J C,,Fairview,49.26402,-123.1196,Entire home/apt,300,3,11,2020-03-19,0.41,1,0
33803910,Beautiful one bedroom apartment in Kitsilano,255218929,Simon,,Kitsilano,49.26566,-123.18372,Entire home/apt,120,31,15,2019-08-06,0.56,1,0
33807345,Private Room in a Beautiful Character House,253750758,Adam,,Mount Pleasant,49.25861,-123.08109,Private room,105,2,6,2019-09-24,0.24,2,0
33837243,Vancouver mini house,189064428,Michelle,,Hastings-Sunrise,49.27716,-123.03378,Entire home/apt,113,1,47,2020-02-23,1.99,1,0
33857514,Stylish Central Area Top Floor 1 Bedroom,26001012,James,,South Cambie,49.25217,-123.12009,Entire home/apt,151,5,41,2020-03-12,2.15,1,39
33879865,Top Floor View Suite at center location by PNE,236816861,Hui,,Hastings-Sunrise,49.28285,-123.03092,Entire home/apt,94,1,63,2020-09-07,2.63,1,172
33885031,"Cosy, Commercial Drive bedroom",11949961,Gordon,,Grandview-Woodland,49.26358,-123.06453,Private room,53,2,97,2020-03-14,3.88,1,12
33885157,Private Crystal room in the house,189726827,Xiao An,,Dunbar Southlands,49.25194,-123.18313,Private room,95,1,37,2019-09-25,1.54,4,60
33900665,"Bright&Comfort 2bd Suite, near Skytrain and Parks",37848585,Louis,,Riley Park,49.23586,-123.11059,Entire home/apt,156,3,18,2019-08-03,0.69,1,17
33945029,"2 Bedroom Ground Level Suite near ""The Drive""",5888125,Jason,,Grandview-Woodland,49.27043,-123.05802,Entire home/apt,171,2,49,2021-06-30,1.85,1,122
33952895,Beautiful Heritage Suite Close to Downtown,256382017,Russ,,Kitsilano,49.2601,-123.14659,Entire home/apt,135,1,82,2019-09-25,3.69,2,12
33960676,Kitsilano Cosy Suite Close to the Beach,24122490,Shelley,,Kitsilano,49.2691,-123.1657,Private room,60,28,7,2019-08-18,0.26,2,0
33962306,Cozy basement suit for a great price,256080027,Megan,,Hastings-Sunrise,49.28302,-123.02837,Entire home/apt,55,3,27,2019-06-10,1.24,1,0
33974848,Private Emerald Room in the New House,189726827,Xiao An,,Dunbar Southlands,49.25355,-123.18299,Private room,105,1,30,2021-06-14,1.26,4,73
33990561,Bright beach theme w/ 2 patio in the heart of Kits,253043956,Tom,,Kitsilano,49.26425,-123.16378,Entire home/apt,399,3,70,2020-11-25,3.43,1,100
33992656,Private Master Bedroom on the Beach / Stanley Park,120561902,Dario,,West End,49.29123,-123.14244,Private room,88,31,0,,,1,89
33997048,Private Oasis in Vancouver with Pool and Hot Tub,30812904,Bronwen,,Kerrisdale,49.22908,-123.17645,Entire home/apt,1950,14,1,2020-08-13,0.09,2,217
34017979,"Heart of Yaletown, Comfortable 2BR + 1 PRKG",11225508,Shaghayegh,,Downtown,49.27634,-123.11305,Entire home/apt,185,30,10,2021-02-28,1.37,1,1
34019239,Modern 2 bedroom suite in the heart of Vancouver,20777865,Steven,,Kensington-Cedar Cottage,49.25414,-123.07883,Entire home/apt,160,1,60,2020-02-20,2.64,1,294
34024042,Super central location 3beds❤+Free parking&Netflix,256907738,Yuri,,Downtown,49.28227,-123.12364,Entire home/apt,343,1,79,2020-08-14,3.96,2,281
34045168,Main Street Modern Industrial Loft,20978741,Riley,,Mount Pleasant,49.26743,-123.10084,Entire home/apt,196,2,24,2019-12-14,0.94,1,62
34068839,CLEAN & In the Heart of All the City Has to Offer.,30735545,Suzie,,Mount Pleasant,49.25989,-123.09254,Entire home/apt,115,3,18,2020-03-20,0.73,1,16
34083989,Portside Gem,206873236,Rob,,Grandview-Woodland,49.28856,-123.05991,Entire home/apt,52,3,43,2021-01-19,2.73,1,0
34091763,Quiet and Private Room Located in Central Location,257431562,Peter,,Killarney,49.22895,-123.04251,Private room,58,2,20,2019-09-07,0.84,1,317
34109372,Bright 1 bdrm with large shared bath,117119918,Kitty,,Kensington-Cedar Cottage,49.24149,-123.08796,Private room,31,30,4,2020-11-18,0.17,7,187
34124968,Stunning 6 bedroom home with hot tub ac pool table,205096178,Alejandro,,Kerrisdale,49.21508,-123.15437,Entire home/apt,500,30,32,2019-12-19,1.51,1,0
34126347,Private garden suite near UBC,257679453,Vivian,,Dunbar Southlands,49.22984,-123.18895,Entire home/apt,89,1,77,2021-05-14,3.21,1,45
34127668,Well-appointed quiet modern 1 bedroom garden suite,100126387,Glen,,Sunset,49.2276,-123.08981,Entire home/apt,88,32,43,2019-12-28,2.00,1,30
34141344,The Gem of Commercial,104972003,Mark,,Kensington-Cedar Cottage,49.25071,-123.06901,Entire home/apt,150,2,29,2021-03-31,1.10,1,121
34147959,Hip Urban Getaway in a Quiet Neighborhood,58165412,Jane,,Riley Park,49.24398,-123.09207,Entire home/apt,220,2,26,2020-09-19,1.23,1,157
34153395,The Heart Chakra Of Vancouver,141222766,Deidre,,Kitsilano,49.26821,-123.18413,Entire home/apt,140,5,14,2019-08-06,0.56,1,0
34176785,Bright Condo in Trendy Chinatown with Parking,4995004,Kaitlin,,Downtown Eastside,49.2781,-123.09955,Entire home/apt,183,3,42,2020-07-01,1.59,1,0
34179989,Amazing Five Star Shangri-La Residence Ocean Views,66121955,Jake,,West End,49.28473,-123.12414,Entire home/apt,320,30,2,2021-04-16,0.08,2,70
34180296,Entire apartment - downtown,258060783,Duaa,,West End,49.29043,-123.13367,Private room,49,30,3,2020-05-31,0.13,1,0
34180840,UBC Nearby  1 Kingsize bed and Den  basement  home,182110861,Yannie,,Dunbar Southlands,49.23762,-123.19521,Private room,120,1,8,2019-05-26,0.33,5,173
34185117,6808-1 Private Bathroom suite nearSkytrain&Airport,156460473,Ricky,,Oakridge,49.22457,-123.11687,Private room,59,30,22,2019-07-05,0.93,7,0
34185269,Nice and clean 2beds Private suite,136641767,Thang,,Renfrew-Collingwood,49.25533,-123.04361,Entire home/apt,150,1,36,2019-09-29,1.52,2,1
34200300,Private Hideaway Lanehome in the City,183139590,Rony,,Kensington-Cedar Cottage,49.24135,-123.08608,Entire home/apt,119,1,33,2019-10-14,1.49,1,0
34203078,Downtown Vancouver- Coal Harbour w/ parking & gym,258206915,Gloria,,Downtown,49.28618,-123.12312,Entire home/apt,226,2,154,2020-07-03,6.48,1,30
34218889,Kitsilano Garden Suite by the Beach,24122490,Shelley,,Kitsilano,49.27133,-123.16427,Entire home/apt,60,5,2,2019-12-24,0.09,2,0
34235015,Beautiful Suite in Mountain View - Vancouver,258474078,Rachel,,Riley Park,49.24049,-123.09713,Entire home/apt,94,2,25,2019-12-30,1.00,1,0
34253916,The Fraser Flat - Convenient and Comfortable,258620582,Greg,,Kensington-Cedar Cottage,49.24398,-123.08796,Entire home/apt,130,3,34,2021-03-10,1.41,1,261
34258439,Cozy Two Bedroom Garden Suite with Private Patio,31240662,Amy,,Riley Park,49.24388,-123.09462,Entire home/apt,166,2,79,2021-01-04,3.26,1,77
34262368,6808-3 Bright bedroom near Skytrain & Downtown,156460473,Ricky,,Oakridge,49.22392,-123.11885,Private room,29,30,17,2019-07-13,0.71,7,0
34277321,"Central Vancouver, 3 bedroom 3 bed accommodation.",93656954,Mark,,Kensington-Cedar Cottage,49.24719,-123.06382,Entire home/apt,120,30,7,2019-12-30,0.28,1,176
34283018,Coal harbour extended stay 1.5 br best monthly,243398221,Rui,,West End,49.2866,-123.12559,Entire home/apt,129,30,1,2019-07-16,0.04,3,0
34308159,Haidy's Home G1 BDRM with BTRM & kitchenette,188209109,Haidy,,Oakridge,49.22744,-123.11215,Private room,57,30,10,2020-03-06,0.40,6,81
34312526,Vancouver west 2BR near UBC/Beach/Airport/Downtown,99853564,Ivy,,Kitsilano,49.26178,-123.18389,Entire home/apt,295,1,22,2019-08-24,0.86,2,0
34314864,furnished private bedroom 2,321947,Steve,,Grandview-Woodland,49.26665,-123.06027,Private room,50,1,16,2019-10-16,0.60,3,1
34315276,Bright and Modern 1 Bed Olympic Village Suite!,7055062,Mo,,Mount Pleasant,49.26998,-123.10617,Entire home/apt,206,2,36,2019-12-18,1.68,1,125
34315293,century-old heritage house,321947,Steve,,Grandview-Woodland,49.2667,-123.06024,Entire home/apt,200,7,11,2019-08-23,0.45,3,1
34319311,Quaint Apartment in Iconic Coal Harbour,16307369,Anisha,,West End,49.28822,-123.13018,Entire home/apt,139,3,25,2020-02-09,1.11,1,0
34334347,Beautiful house with mountain view,17732333,Jacinthe,,Kensington-Cedar Cottage,49.2534,-123.0783,Entire home/apt,275,4,5,2019-07-14,0.21,1,11
34342648,Quiet bright Kitsilano 1-2 bedroom close to ocean,56516722,Julian,,Kitsilano,49.27216,-123.17987,Entire home/apt,200,5,9,2019-08-21,0.36,1,0
34343991,Sleek Studio w/ Stunning Views,259293242,Robert,,Downtown,49.27978,-123.10638,Entire home/apt,89,30,8,2021-06-30,0.33,1,213
34367908,192  27th floor with a view   1068 Hornby St,600607,Bruce,,West End,49.2868,-123.13337,Entire home/apt,75,30,0,,,46,3
34375913,6830-B Comfort Flower room near Skytrain&Downtown,156460473,Ricky,,Oakridge,49.22365,-123.11902,Private room,49,30,16,2019-08-02,0.63,7,0
34393605,West Main Cozy Home monthly rent,76758960,Teresa,,Sunset,49.22038,-123.10205,Entire home/apt,85,30,9,2021-04-30,0.36,1,124
34398004,Luxury Apartment in Downtown Vancouver - Yaletown,82874575,Chris,,Downtown,49.27617,-123.12624,Entire home/apt,349,4,11,2019-12-17,0.48,1,333
34399029,Centrally located clean and bright one bedroom apt,100966366,Ian,,Mount Pleasant,49.26939,-123.10321,Entire home/apt,124,3,3,2019-08-12,0.12,1,0
34400711,"Room in bright, large house w/easy access downtown",210739403,Timothy,,Marpole,49.21328,-123.11393,Private room,75,1,16,2019-09-16,0.61,1,0
34417665,UBCnearby Jack &Jill 2beds1 bath  in  luxury house,182110861,Yannie,,Dunbar Southlands,49.23737,-123.1949,Private room,129,1,5,2019-05-27,0.21,5,0
34418103,"Downtown Water Views, Parking, Pool/Hot Tub!",147167124,Mehran,,Downtown,49.27848,-123.10632,Entire home/apt,226,3,78,2020-02-23,3.46,1,51
34422223,"Gorgeous Views, Downtown , 1 Free Parking",180376660,Robert,,Downtown,49.2794,-123.10765,Entire home/apt,297,30,62,2020-03-06,3.78,2,135
34422652,UBC St. George School Golf course view House,36238668,Chanel,,Dunbar Southlands,49.23557,-123.20191,Entire home/apt,888,3,1,2019-06-15,0.04,1,359
34423154,Downtown 2 bedroom apartment with 1 free parking,10397079,Vishal,,Downtown,49.27855,-123.12677,Entire home/apt,350,1,1,2019-08-18,0.04,1,0
34424045,Modern 1 bed apt. in trendy Crosstown district,170223371,Chiara,,Downtown,49.28037,-123.10693,Entire home/apt,100,2,18,2020-01-01,0.71,1,0
34426772,Heritage Home - Family Friendly,15359189,Alex,,Kensington-Cedar Cottage,49.24936,-123.07992,Entire home/apt,100,6,0,,,4,0
34429378,Spectacular ocean and mountain view ENTIRE PLACE,141203035,James,,Downtown Eastside,49.28134,-123.08342,Entire home/apt,250,2,66,2020-03-14,2.55,1,140
34436113,Gorgeous Vancouver Home with Views,60779196,Gwen,,Arbutus Ridge,49.248,-123.1684,Entire home/apt,600,30,1,2019-08-04,0.04,1,6
34446877,Bright newly renovated 2 bedroom suite.,23342484,Kristy,,Mount Pleasant,49.26227,-123.09122,Entire home/apt,200,3,6,2019-07-29,0.24,2,0
34447802,Unique Bedrooms near Skytrain,260039867,Helen,,Renfrew-Collingwood,49.25014,-123.05647,Private room,65,2,190,2021-02-06,8.48,1,4
34450773,New Bright and Spacious Suite in West Point Grey,260070786,Chelsea,,Dunbar Southlands,49.25754,-123.19484,Entire home/apt,126,2,46,2021-01-24,2.34,1,38
34467592,Beautiful family home in Central Vancouver,260177630,Jennifer,,Riley Park,49.25128,-123.11234,Entire home/apt,849,7,2,2020-08-07,0.09,1,0
34478325,Unique Studio! Perfect for Isolation or Retreat,21979733,Gordon,,Fairview,49.26672,-123.13075,Entire home/apt,143,1,86,2020-03-15,12.84,1,115
34479716,2-Bedrooms Independent Suite,189726827,Xiao An,,Dunbar Southlands,49.2525,-123.18121,Entire home/apt,160,1,28,2020-09-09,1.10,4,201
34480865,Private bedroom in high end luxury penthouse!,242342369,Omar,,Downtown,49.27339,-123.10189,Private room,129,3,6,2019-07-23,0.25,1,0
34507172,Cozy Mid Century Elegance in the heart of the City,20667729,Renee,,South Cambie,49.23749,-123.11825,Entire home/apt,275,30,16,2019-12-22,0.76,1,67
34510606,Welcome to our home- two bedrooms basement suites,141248568,Julie,,Killarney,49.22366,-123.03587,Entire home/apt,60,1,25,2020-08-01,1.09,2,282
34511658,Luxurious Downtown Condo With Ocean Views,68773380,Taylor,,West End,49.28905,-123.14016,Entire home/apt,269,3,1,2019-07-01,0.04,1,0
34513875,Private Comfortable Guest House,6738273,Hira,,Sunset,49.22877,-123.10511,Entire home/apt,85,3,18,2019-09-29,0.69,1,0
34515491,Most central location in downtown : Pacific Center,67248623,Russl & Team,,Downtown,49.28279,-123.11727,Entire home/apt,150,5,48,2020-02-01,1.85,1,66
34516270,New 2BR Suite in Beautiful Kits/Dunbar,107582424,Yuri,,Dunbar Southlands,49.25427,-123.17841,Entire home/apt,125,50,16,2020-02-09,0.95,1,0
34516436,UBC &St George nearby 1Queen 1Bath   Luxury   Room,182110861,Yannie,,Dunbar Southlands,49.23859,-123.19518,Private room,89,1,1,2019-08-10,0.04,5,0
34516447,Oasis for 2 at Point Grey Spanish Banks UBC,8362233,R,,West Point Grey,49.26983,-123.20997,Entire home/apt,166,3,25,2020-12-29,1.01,1,159
34534702,Heart of downtown with great city & mountain views,41746903,Coleen,,Downtown,49.2778,-123.12934,Entire home/apt,110,90,0,,,3,187
34537516,2 BR Heritage Penthouse Condo Close to Downtown,256382017,Russ,,Kitsilano,49.25999,-123.14747,Entire home/apt,185,1,30,2020-03-16,1.29,2,0
34538696,Modern Two Bedroom and Two Bathroom Suite Near UBC,1887496,Juliette,,West Point Grey,49.2584,-123.21416,Entire home/apt,375,2,14,2021-06-30,0.56,2,146
34541710,2bdr cozy unit in Arbutus Kits - wifi- parking,119171146,Lisa,,Arbutus Ridge,49.24692,-123.16597,Entire home/apt,150,30,4,2019-07-18,0.45,1,324
34574221,Extra large modern 2 bed with terrace (1400 S/F),199518544,Vancouver Home Sweet Home,,Mount Pleasant,49.27149,-123.10447,Entire home/apt,200,30,7,2021-01-30,0.34,3,196
34576151,Room w/ Private Entrance & Close to Transit,39021349,Jane,,Riley Park,49.25462,-123.09514,Private room,52,2,21,2020-03-14,0.84,1,47
34578927,Innovation  in Kitsilano - Private Space/entry UBC,260916083,Michael,,Kitsilano,49.26461,-123.1564,Entire home/apt,134,1,149,2021-01-16,6.21,1,41
34601410,6808-6 Spacious Queen bed near Skytrain & Airport,156460473,Ricky,,Oakridge,49.22232,-123.11843,Private room,49,30,4,2019-06-11,0.16,7,25
34625261,"Suite in Kitsilano, Vancouver house near ocean",380131,Diane,,Kitsilano,49.26704,-123.18017,Entire home/apt,76,30,0,,,1,63
34629428,Stunning Luxury-3 BR 3.5 baths Villa - 3000SQF,261260061,Yan,,Killarney,49.22159,-123.04221,Entire home/apt,335,3,30,2019-09-15,1.17,2,34
34649996,"New Modern Studio in Van, Near Airport & Downtown",25975232,Kelvin,,Marpole,49.21394,-123.11052,Entire home/apt,112,1,83,2021-05-11,3.97,1,126
34656258,"Stay at the Iconic Parq, Steps to BC Place&Marina",20083641,Atayeb,,Downtown,49.27404,-123.11447,Entire home/apt,90,90,0,,,2,309
34678659,Spectacular🌅Views🌇Downtown🏖close transit whistler🏔,57685541,Jean,,Downtown,49.27968,-123.10883,Entire home/apt,266,1,132,2021-05-05,42.58,1,42
34678988,Penthouse-Unbelievable Patio Views-Own Bath & Room,198933008,Lucas,,Kitsilano,49.26908,-123.15531,Private room,200,2,22,2019-10-21,0.93,1,0
34679382,Cozy Cambie Getaway - 2 min from Skytrain & Buses!,248226743,Bob,,South Cambie,49.24963,-123.11933,Entire home/apt,78,30,39,2020-10-01,1.67,2,154
34691491,Curated Boutique Home with Frontyard Patio,153192012,Lola,,Kitsilano,49.26403,-123.166,Entire home/apt,599,3,57,2020-03-15,2.22,1,214
34692199,Home away from home in Vancouver,61286827,Bonnie,,Hastings-Sunrise,49.27636,-123.03481,Entire home/apt,85,7,2,2020-02-08,0.08,1,0
34711944,Centre of Downtown Vancouver Apartment,261809530,James,,Downtown,49.28131,-123.1206,Entire home/apt,124,1,0,,,1,0
34717213,Loft in East Vancouver,19637643,Nathaniel,,Grandview-Woodland,49.28619,-123.06425,Entire home/apt,180,4,41,2021-02-17,1.73,1,130
34720677,Bright and Modern Private Suite,261884366,Lam,,Kensington-Cedar Cottage,49.238,-123.06286,Entire home/apt,150,1,7,2020-01-20,0.28,1,0
34747304,Private room in shared townhouse.,212504336,Guy,,West End,49.28338,-123.12904,Private room,167,28,0,,,3,0
34747305,Yaletown: Huge rooftop patio+ spacious+ parking,61155359,Niko,,Downtown,49.27726,-123.11782,Entire home/apt,368,1,87,2021-04-27,3.57,1,64
34752083,Luxury two bedroom apt with ocean/ furnished,118049551,Önder,,Downtown,49.2747,-123.12633,Entire home/apt,543,30,0,,,1,179
34757880,A Quaint Gem At The Heart Of It All,138824184,Evgeni,,West End,49.28422,-123.1349,Entire home/apt,152,2,92,2021-04-26,3.97,1,61
34774537,"Vancouver West Cozy Retreat by Elevate Rooms - Ground Floor Single Room M1, Shared Bathroom",243167439,Sam And Lily,,Oakridge,49.22554,-123.12941,Private room,154,1,0,,,4,0
34787711,Bright and Modern 2 Bed+Solarium in Mt Pleasant,809844,David,,Mount Pleasant,49.26463,-123.09915,Entire home/apt,180,3,3,2019-08-24,0.12,1,11
34793121,Azalea House in Dunbar,262346121,Michelle,,Dunbar Southlands,49.24555,-123.18408,Private room,358,1,0,,,2,364
34793653,Azalea Suite in Dunbar,262346121,Michelle,,Dunbar Southlands,49.24589,-123.18407,Private room,243,1,0,,,2,364
34805549,Modern Retreat,238327979,Cheryl,,Mount Pleasant,49.259,-123.10563,Entire home/apt,300,3,9,2019-08-18,0.37,1,0
34805593,"Beautiful, 2 bdr detached house.",31832267,Rami,,Arbutus Ridge,49.25425,-123.17371,Entire home/apt,250,2,2,2019-05-26,0.08,1,178
34839915,"Spacious, private space near Joyce skytrain",262652350,Jonathan,,Killarney,49.22847,-123.03216,Private room,72,2,28,2020-02-16,1.30,1,0
34843631,"Townhouse w rooftop deck, mtn views, bikes, 3 beds",10115522,Rachel H,,Grandview-Woodland,49.28743,-123.05975,Entire home/apt,99,7,5,2019-12-29,0.30,2,0
34874854,Boutique townhouse with a garden,4169999,Anton,,Kitsilano,49.25839,-123.14987,Entire home/apt,223,30,6,2021-03-31,0.41,1,241
34895728,1 bedroom fully furnished in the heart of VanCity,263019124,Eddy,,Downtown,49.28435,-123.11226,Entire home/apt,100,30,4,2021-03-02,0.33,1,123
34895792,Sunny Beach Walk Suite,6093659,Ari,,West Point Grey,49.26368,-123.19009,Entire home/apt,182,15,11,2019-09-01,0.48,2,0
34898227,Modern luxury 2 bdrm downtown Vancouver with view,52109244,Lindsay,,Downtown Eastside,49.28079,-123.09973,Entire home/apt,245,2,3,2019-12-13,0.13,1,0
34900603,PS Downtown,13004065,Patricia,,West End,49.28687,-123.13024,Entire home/apt,90,30,1,2019-09-26,0.05,1,0
34929386,"Kid-friendly, great neighbourhood, room to play!",19342025,Jason,,Kensington-Cedar Cottage,49.25499,-123.07327,Entire home/apt,250,7,11,2019-09-02,0.47,1,0
34936006,Large Bedroom + Private Bathroom in Fairview,8705762,Matthew & Darya,,Fairview,49.26361,-123.12692,Private room,125,3,16,2019-09-17,0.69,1,0
34937868,Pearl by the Sunset Beach,263264899,Michiko,,West End,49.27866,-123.13646,Entire home/apt,173,1,55,2020-02-11,2.17,1,277
34941557,2-bedroom for 2~4 person.,189726827,Xiao An,,Dunbar Southlands,49.25364,-123.18233,Private room,120,1,27,2019-09-02,1.22,4,56
34947318,"Centrally Located Downtown w/patio, pool and gym",16750396,Eddie And Marv,,Downtown,49.28054,-123.10781,Entire home/apt,399,2,50,2020-03-01,2.94,4,338
34949475,"Contemporary NEW Dunbar Home (10 mins to D/T, UBC)",59847326,Laura,,Dunbar Southlands,49.24899,-123.1772,Entire home/apt,100,1,5,2019-09-01,0.22,1,0
34989090,6818-6 Cozy Queen bedroom near Skytrain & Airport,156460473,Ricky,,Oakridge,49.22232,-123.11702,Private room,41,30,18,2019-10-09,0.78,7,25
35002838,Brand New Apt - LUXURY 1BR with FREE Parking,263511591,Natalia,,Kerrisdale,49.22001,-123.14372,Entire home/apt,168,1,66,2020-11-30,3.06,1,101
35010597,D39 - Gorgeous 2br with Patio,30899,Rami,,Kerrisdale,49.22151,-123.14385,Entire home/apt,122,30,0,,,41,336
35015397,Room for rent near sky-train(Nanaimo Station),254454256,Monica,,Kensington-Cedar Cottage,49.24579,-123.05891,Private room,58,1,15,2019-08-05,0.64,2,0
35015830,Singh,237544790,Singh,,Sunset,49.21122,-123.10464,Entire home/apt,178,2,6,2019-09-23,0.24,2,33
35038809,UBC Nearby 2Queen beds and 1bath  Seperste Suit,182110861,Yannie,,Dunbar Southlands,49.24016,-123.19655,Entire home/apt,147,1,2,2019-09-28,0.08,5,0
35044405,Main Street Riley Park bright new 2 bedroom suite,154211456,Lana,,Riley Park,49.24088,-123.09891,Entire home/apt,130,30,9,2021-05-31,0.38,1,42
35046088,"3 Bed Urban Townhome, heart of Fairview-min30days",142052767,Hanna,,Fairview,49.26292,-123.12237,Entire home/apt,225,30,9,2021-06-30,0.36,1,216
35062952,Summer Stay in Central Yaletown Condo!,27671290,Cameron,,Downtown,49.27612,-123.12167,Private room,70,90,0,,,1,0
35089036,ALBERNI ST LUXURY 2 BED w SWEEPING CITY VIEWS,4292086,Anne,,Downtown,49.28778,-123.12574,Entire home/apt,279,30,5,2020-07-31,0.21,16,146
35090765,🌟Modern 2BR+Den+2BA Heart of Downtown + Parking,79137483,Sadaf,,West End,49.28807,-123.12777,Entire home/apt,142,30,33,2021-05-01,1.60,1,0
35091087,Bright Modern Private 1Bdrm Suite,6523532,Leslie,,Riley Park,49.25295,-123.09351,Entire home/apt,115,2,22,2021-04-19,0.88,1,209
35095227,Fully Furnished New 1 Bed 1 Bath inOlympic Village,213654113,Shawn,,Mount Pleasant,49.26864,-123.1071,Entire home/apt,110,90,0,,,2,0
35157060,Gastown large loft space with 2 'bedrooms' & den.,264774694,Andrea,,Downtown Eastside,49.28363,-123.10386,Entire home/apt,225,3,15,2019-11-26,0.61,1,0
35164437,BEAUTIFUL AND COZY DOWNTOWN VANCOUVER CONDO,262601866,Savio,,Downtown,49.27667,-123.1168,Entire home/apt,130,30,13,2020-01-31,0.54,1,237
35164633,The Greenway Suite - The Heights of East Vancouver,11917534,Gez & Dani,,Renfrew-Collingwood,49.24676,-123.05111,Entire home/apt,120,2,58,2021-01-31,2.57,1,33
35169166,"Private room for female, Gym+Pool, Amazing View!",15232103,Kathy & Medi,,Downtown,49.27873,-123.12046,Private room,51,30,1,2019-10-04,0.05,2,0
35190461,Spacious Studio Close to Downtown,62931740,Alan,,Downtown Eastside,49.27659,-123.08946,Entire home/apt,126,2,86,2021-05-07,86,1,89
35191313,Comfortable 1 BDR Apt on The Drive- close to DT,33234800,Zenia,,Kensington-Cedar Cottage,49.26164,-123.07352,Entire home/apt,60,1,10,2019-12-15,0.47,1,0
35194772,"Cozy, vibrant apartment in the West End",21857224,Max,,West End,49.28796,-123.1349,Entire home/apt,50,2,16,2020-03-12,0.64,1,0
